,docId,sentenceId,sentences,all_passives,all_passives_count,binary,doc_id,file_name,date
110,107,1,"We have Advice from Cape Fear, that Capt. Marret, who sail'd from this Town some time since in a Brigt.",,0,0,9,CorpusOne_text_files/text_1735_09_20_row_9.txt,1735_09_20
111,108,1,"for that Place, was attacked on his Voyage by a Number of Negroes in a small Sloop which they had run away with from the said Cape, but were overcome by the People onboard the Brigt.","was attacked,were overcome",2,1,9,CorpusOne_text_files/text_1735_09_20_row_9.txt,1735_09_20
112,109,1,"and carried in, where some of them were hanged for Examples to others who should attempt the like for the future.",were hanged,1,1,9,CorpusOne_text_files/text_1735_09_20_row_9.txt,1735_09_20
113,110,1,"'Tis said they were for the Spanish Coast to enrich themselves, but happened to be nab'd before they had taken a Penny worth of Spoil.",,0,0,9,CorpusOne_text_files/text_1735_09_20_row_9.txt,1735_09_20
114,111,1,"CHARLESTOWN, October .",,0,0,10,CorpusOne_text_files/text_1735_10_11_row_10.txt,1735_10_11
115,112,1,"We hear by a certain Person, who arrived here last from Jamaica that it is as bad there with the rebellious Negroes as ever, being there runs every Day over to there  for one that is taken.",is taken,1,1,10,CorpusOne_text_files/text_1735_10_11_row_10.txt,1735_10_11
116,113,1,"That the two Men of War stationed there have been detained above two Months, one at Havanna and the other at Hispaniola by the Spaniards for reasons unknown.",have been detained,1,1,10,CorpusOne_text_files/text_1735_10_11_row_10.txt,1735_10_11
117,114,1,"SIR, YOU can't expect a long Letter from one who hath had but two Nights sleep since the th Instant, occasioned by the providencial Discovery of a Plot among the Negroes here, for a general Massacre.",,0,0,11,CorpusOne_text_files/text_1736_12_04_row_11.txt,1736_12_04
118,115,1,As Coll.,,0,0,11,CorpusOne_text_files/text_1736_12_04_row_11.txt,1736_12_04
119,116,1,"Lucas sails in this Ship for your Place, he will give a better Account of same than I can by the writing.",,0,0,11,CorpusOne_text_files/text_1736_12_04_row_11.txt,1736_12_04
120,117,1,"It was carried on by the very top Negroes of this Island, and such as were indulg'd in such Liberty that they kept one or two Horses a Piece, and were so entirely trusted by their Masters, that it was with very great difficulty, any Crime was believ'd against them, and if it had not been for the Industry of Mr. Arbuthnott the Discovery would have been quash'd, but now the Proofs are plain, and Executions pretty frequent,  of them have been broke on the Wheel, and several burnt: On a Ball Night one of the principal Conspirators who would have undertaken the building of the Seats at any Rate, he being a Carpenter, was to have convey'd some Gun powder under them, and blown up the Company, in this Confusion the Town of St. John's was to be attack'd in  different Places, by the  principal Conspirators, each heading a Body of  Negroes with Bills and Cutlasses, for they said Fire Arms would give too great an Alarm, and difficult to get, but then they should soon have their Masters.","was carried,were so entirely trusted,have been broke,be attack'd",4,1,11,CorpusOne_text_files/text_1736_12_04_row_11.txt,1736_12_04
121,118,1,"What Success so well laid a Scheme, would have had is to plain, had not divine Providence interpos'd.",,0,0,11,CorpusOne_text_files/text_1736_12_04_row_11.txt,1736_12_04
122,119,1,Extract of a Letter from Spanish Town in Jamaica.,,0,0,12,CorpusOne_text_files/text_1737_01_22_row_12.txt,1737_01_22
123,120,1,'Our once most flourishing Island is now exceedingly upon the Decline;,,0,0,12,CorpusOne_text_files/text_1737_01_22_row_12.txt,1737_01_22
124,121,1,"and nothing so much as Luxury, Poverty, Taxes and Faction abound among us: Neither are our intestine Wars with the rebellious Negroes in the least abated;",,0,0,12,CorpusOne_text_files/text_1737_01_22_row_12.txt,1737_01_22
125,122,1,"and nothing is become more common, than to hear of Plantations burnt and utterly destroy'd by them, insomuch that some of our distant Parishes will be oblig'd in a little Time to abandon their Habitations.","is become,will be oblig'd",2,1,12,CorpusOne_text_files/text_1737_01_22_row_12.txt,1737_01_22
126,123,1,CHARLESTOWN.,,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
127,123,2,"THERE is a Copy in Town of the Report of the Gentlemen appointed by the Governor and Council in Antigua to examine into the Affair of the late Conspiracy of the Slaves there, dated December ,  Whereby it appears that after the Execution of  of the chief Conspirators, frequent Saturday Night's Meetings of great numbers of Conspirators had been for a great while held at several Places and that by drinking a Health in Rum or some other Liquor mixt with Grave Dirt and some time Cocksblood infused an Oath of Secrecy and Fidelity had been taken by many hundred Slaves, whereof the Words were various, but the Tenor was to stand by and be true to each other, and to kill the Whites, Man, Woman and Child, to assist in the Execution of this, when called upon by the Chiefs, and to suffer Death rather than discover That  more were since convicted, condemned and executed,  proposed to be banished, and two were fled from Justice, and rewards publickly put upon their Heads, to take them alive or kill them in pursuit.","had been taken,be banished,were fled",3,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
128,124,1,"The th Paragraph of the said Report is in the Words following As it seems to us agreeable to the Intent of the last Order of your Excellency and Council, that we should report what our Opinion is as to the Safety of the Island;",,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
129,125,1,"we think it will not be impertinent to touch as introductory to it, upon what we think encouraged our Slaves to attempt our Ruin and Destruction, and tho' we cannot be very certain by what particular Inducement the Slaves might be brought to set on foot this inhuman Plot;",might be brought,1,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
130,126,1,"yet we may say with some Certainty that next to hopes of Freedom, the greatest was the inequality of Numbers of white and black Neither can we lay down Rules to remedy this Evil, but think it would be greatly helped, if Gentlemen resided on their own Estate here, and that Men of the best Figures and Fortune would not so generally put Slights upon the Commissions of the Peace and Militia: and that Slaves were disabled form being Handicraft Tradesmen, Overseers, Drivers or Distillers, Shopkeepers or Hawkers and Pedlars or Sailors, nor suffered to keep Horses, nor to work our for themselves, and that more of our menial Servants, and our wet and dry Nurses were to be Whites and no Fidlers for gain but Whites to be suffered, and that generally more Encouragement should be given to Whites by our Laws and Practice, and less to Slaves, and our present wholesome Laws, for governing of our Slaves vigourously executed How far we may be in danger still from this last Conspiracy, we cannot determine, since undoubtedly there are Hundreds by us undiscovered, who have bound themselves by impious Oaths to destroy us, Man, Woman and Child: from hence it may be concluded, what must be the Spirit and Inclinations of the Slaves, and how weak and vain it would be in us to say the Country is in Safety, or to advice your Excellency to put a Stop to any further Inquiry.","would be greatly helped,be suffered,should be given,may be concluded",4,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
131,127,1,The Conclusion is as follows.,,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
132,128,1,"We cannot look upon this our Report as complete, or offer as much, till we have done Justice to our Brother Robert Arbuthnot Esq;",,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
133,129,1,"whose Modesty will not, we find, suffer him to subscribe to Truths, which happen to be so advantageous to his Character and so meritorious as they must be thought in the Eyes of this Country.",must be thought,1,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
134,130,1,"At a Time when we were in a profound Lethargy as to any Apprehensions of Danger from our Slaves, this Gentleman took the Alarm at Circumstances which pass'd unobserved by us all, tho' 'tis now plain they are too weighty to be neglected.",be neglected,1,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
135,131,1,"The Disparity of the Numbers between the white Inhabitants of this Island and the Slaves he observed long since, and mentioned it as too great to be balanced or rendered unhurtful by any thing but the Strictest Discipline over them, or which he saw so little;",,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
136,132,1,on the Contrary so much Licenciousness amongst them as to receive great Uneasiness from it:,,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
137,132,2,"And indeed as a Magistrate for the Town of St. John, had always discouraged and severely punished Delinquents whenever complained of.",,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
138,133,1,"His well grounded Apprehensions mov'd him to give strict Orders to Constables and other Peace Officers to look narrowly into the Behaviour of the Negroes, and upon the Encouragement and Invitation which he gave for Intelligence he was soon furnished with sufficient Grounds to found upon it those Information, which being laid before your Excellency enduced such Measures, as hitherto secured our Lives and Properties We submit therefore whether, under God, the Preservation of all that is dear to us be not in a great Measure owing to the Perspicacity and Discretion of this Gentleman.","was soon furnished,being laid",2,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
139,134,1,"was subscribed, John Vernon.",was subscribed,1,1,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
140,135,1,Ashton Warrer.,,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
141,136,1,Nath: Gilbert,,0,0,13,CorpusOne_text_files/text_1737_02_05_row_13.txt,1737_02_05
142,137,1,"We gave our Readers an Account of a Negro Plot in Antigua, which was happily discover'd before it was put in Execution, and that Court, and eleven others of the Conspirators, had suffered Death on that Occasion.",was put,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
143,138,1,"We have since the following particulars from a Gentleman in that Island, by a Letter dated Dec. .",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
144,139,1,Viz.,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
145,139,2,"That after the above Executions, the General and Inhabitants thinking all Safe, dismissed the Troops;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
146,140,1,"but as Providence would have it, that Night, a Negro who had been Evidence against the former, seeing his Master (Maj. Nuegent) come home, went to him and told him, Bockorau go to sleep too soon;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
147,141,1,"when being ask'd the Reason, showed this significant Action, He plucked a single Haircut of his Head, and said, you do no more than so;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
148,142,1,but could not accuse Particulars.,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
149,143,1,"This occasioned the taking up two or three suspected, who said, there was a much deeper Plot, but they were not thoroughly in the secret, and if they would come to the Bottom, they must be yet more severe: Which piece of Negro Advice was taken, and four Persons proved to be in the first Plot, hung up in Chains alive, some of which Died in about  Hours, only one (which was Coll.",was taken,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
150,144,1,Morgan's Ned) survived  Days and Nights:,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
151,144,2,"This terrible the others in Custody, who were kept apart, so that they made the following Confession, viz.",were kept,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
152,145,1,"That Court (who was a Cormantce) had begun the Design, and had had Entertainments in several Places, on the Island, to draw in the Negroes that were the Top Tradesmen and Born in the Island (commonly called Creoles) to his Plot, which they fell into;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
153,146,1,"but with a different View to what he apprehended: For they swore to serve him in Massacreeing all the white People, and making him King;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
154,147,1,"But then among themselves, carried on a secret Plot, which was, that as soon as they had accomplished that, to Murder him and all the rest of the Cormantees, and set up a King of their own;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
155,148,1,"so that Court, his Generals and Prime Minister being Executed, affected them no more than the Loss of so many Hands;",being Executed,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
156,149,1,"they still went on with their Design, intending to execute it on the Christmas Holidays, when by Law they are to have three Days allowed them.",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
157,150,1,"As most of these were the favorite Negroes, brought up in the Families, which laid this Scheme, so they could carry it on with greater secrecy, many of the Heads being capable of Writing and Reading, and had been taught the Christian Religion conformable to the frequent Admonition of our worthy Diocesan the Bishop of London, and therefore in Swearing the Multitude into their Scheme, they swore them and administered the Sacrament to all such as professed themselves Christians according to the Rites of the Bishop's Church, the others they swore according to their several Country Forms;",had been taught,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
158,151,1,which gives us a Specimen of what may be expected from Converting Negroes.,may be expected,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
159,152,1,Mr. Martin's Tony and Coll.,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
160,153,1,"Morgan's Ned (who was fine Mason) took upon them this Office: Tony was broke on the Wheel, Ned Gibbetted alive as above.",was broke,1,1,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
161,154,1,In all  have suffered.,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
162,155,1,"Our Goal and GuardHouse are still full, and about  on board a Ship Our Magistrates hardly know what to do further.",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
163,156,1,Such Executions are shocking!,,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
164,156,2,"We are upon Duty every fourth Day, that is, all white Men, without distinction, above ;",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
165,157,1,"and have about  Men on Duty, in the whole Island, per Day",,0,0,14,CorpusOne_text_files/text_1737_04_23_row_14.txt,1737_04_23
166,158,1,"Mr. Timothy, MY long and tedious Indisposition has prevented furnishing you in Time with particular Remarks on a Letter from Antigua, dated December , which you have inserted in your Gazette No. .",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
167,159,1,which gives a deplorable Account of the miserable Circumstances that Island labours under from their African & Creolian Tribe.,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
168,160,1,"I heartily symphatize with them, and wish it in my Power to extricate them for their Distress.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
169,161,1,"Yet I am satisfied a Method may be found to their Advantage, superiour to what is practized with Them, or among Us, that will effectually answer Their and Our End, (if a superiour Power don't interpose,) and prevent what Patrolls and other Guards (tho' necessary in their Place) cannot.","may be found,is practized",2,1,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
170,162,1,"I'm sorry to find the Author of that Letter so angry with, and incens'd against the Christian ad holesome Admonitions of their ghostly Father the Bishop of London;",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
171,163,1,"who only admonished and advised them to instruct those poor miserable Creatures whose Unhappiness it is to be under the heavy Yoke of TaskMasters, in the Knowledge of the Christian Religion, that thereby they may be qualified to discharge their Duty aright, both towards God and Man.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
172,164,1,"This I think every one that is conversant with the Scripture, and acquainted with the Principles of Our most holy Religion, will concur with me, in saying, that it is no more than the Reasonable Service of all those that are possess'd of them.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
173,165,1,"I'm sure they are intelligible beings, and have Souls to save or lose as well as we: Therefore demand that some Care may be taken of their Souls, whilst they are in Bondage, that so, when they come to be set at Liberty by the grim Serjeant of the Grave, they may have a Place of Rest assign'd them, where Barbarity and Cruelty will have no Admittance.","may be taken,be set",2,1,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
174,166,1,Strange!,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
175,166,2,"very strange it is, that to instruct those poor Creatures in the Knowledge of Life and Salvation in and through a Mediator, should involve and plunge us into those manifold Dangers, that threaten our Destruction.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
176,167,1,Can we suppose that God ever design'd Religion for such an End?,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
177,168,1,God forbid!,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
178,168,2,"Yet our Author, (if I take him right) would fain persuade us to believe, that to instruct them in the Knowledge of the Christian Religion, is the only way to destroy ourselves.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
179,169,1,"Our Author, after he hath been giving us an Account of the Circumstances of their Island, and their Conformity to the Bishop's Admonition, concludes: "" which gives ""us a Specimen of what may be expected ""from converting Negroes.",may be expected,1,1,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
180,170,1,""" As if he had said, 'Tis true, we have often been admonished by our worthy Diocesan, of our Duty, and in Obedience to him, have instructed our Slaves in the Knowledge of the Christian Religion;",been admonished,1,1,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
181,171,1,but what is the consequence of this?,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
182,172,1,"Why, Insurrection , Murder and Blood, and what not besides!",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
183,172,2,This is what may be expected from converting Negroes !,may be expected,1,1,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
184,172,3,"'Tis surprizing, that a Christian, or nay on that bears the Name, should load it with such Infamy.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
185,173,1,"Tell it not in Gath, publish it not in the Streets of Askelon!  ",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
186,173,2,"I could say more on this Subject, especially in Relation to the Right we have of making them what they are, but Prudence and our Safety forbids.",,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
187,174,1,Not a Sentence,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
188,174,2,Not a Sentence,,0,0,15,CorpusOne_text_files/text_1737_07_30_row_15.txt,1737_07_30
189,175,1,"As a General Assembly begun and holden at Charlestown on Tuesday the tenth of November in the Year of our Lord one Thousand seven hundred and Thirtysix, and in the tenth Year of the Reign of our Sovereign Lord GEORGE the Second, by the Grace of God of Great Britain, France and Ireland , King, Defender of the Faith, &c and from thence continued by divers Prorogations and Adjournments to the eleventh Day of April One Thousand Seven Hundred and Thirtynine.",,0,0,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
190,176,1,An Act for the better Security of the Inhabitants of this Province against the Insurrections and other wicked Attempts of Negroes and other Slaves.,,0,0,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
191,177,1,WHEREAS it is necessary to make some further Provision for securing the Inhabitants of this Province against the Insurrections and other wicked Attempts of Negroes and other Slaves within the same;,,0,0,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
192,178,1,"we therefore humbly pray his most sacred Majesty, that it may be enacted, and be it enacted by the Honourable William Bull Esq;",may be enacted,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
193,179,1,"Lieutenant Governour and Commander in Chief in and over his Majesty's Province of SouthCarolina , by and with the Advice and Consent of his Majesty's Honourable Council, and the Commons House of Assembly of this Province, and by the Authority of the same, that from and after the twenty ninth Day of September , which will be in the Year of our Lord, One Thousand, Seven Hundred and Thirtynine, every white Male Inhabitant of this Province (except the Inhabitants of the Parish of St. Phillip's CharlesTown ) who by the Laws of this Province, are or shall be liable to bear Arms in the Militia of this Province, either in times of Alarms or at common Masters, who is possessed of Ten Slaves in this Province, and who shall on any Sunday or Christmas Day in the Year, go and resort to any Church, or any other Publick Place of Divine Worship within this Province, and shall not carry with him a Gun or a pair of Pistols in good Order and fit for Service, with at least six Charges of Gun Powder and Ball, and shall not carry the same into the Pew or other seat where such Person shall sit, remain or be in such Church or other Place of Worship as aforesaid, every such Person shall forfeit and pay the Sum of twenty shillings current Money for every Neglect of the same;",is possessed,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
194,180,1,the one half thereof to the Church Wardens of the respective Parish in which the Offence shall be committed for the use of the Poor of the said Parish;,shall be committed,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
195,181,1,"and the other half to him or them that will inform for the same, to be recovered on Oath before any of his Majesty's Justices of the Peace within this Province, in the same way and manner that Debts under twenty Pounds are directed to be recovered by the Act for the Trial of small and mean Causes.","be recovered,are directed,be recovered",3,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
196,182,1,"And to the Intent that this Act, may the more duely be carried into Execution, by which the Inhabitants of this Province may be the better secured and provided against the Insurrections or other wicked Attempts of Negroes and other Slaves ;",be carried,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
197,183,1,"Be it further Enacted by the Authority aforesaid, that the Church Warden and Church Wardens of each respective Parish and the Deacons and Elders resorting to other Places of Publick Worship in this Province, who shall be at any such Church or other Place of Publick Worship as aforesaid, where any Person liable to bear Arms as aforesaid, shall come and resort without his Arms or Ammunition as aforesaid, and such Church Warden or Church Wardens, Deacons and Elders shall not inform against such Person so offending against this Act, in order to recover the Penalty as aforesaid, every such Church Warden and Church Wardens, Deacon and Elder who shall happen to be at such Church or other Place of Publick Worship as aforesaid when such offence against this Act, shall be committed as aforesaid;",shall be committed,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
198,184,1,"and who shall not inform as aforesaid within fifteen Days next after such offence committed, shall forfeit and pay for every such Neglect to any Person who will inform for the same, within ten Days next after the Expiration of the said fifteen Days, the Sum of twenty Shillings current Money of the Province aforesaid for every Person so offending as aforesaid, to be recovered as aforesaid.",be recovered,1,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
199,185,1,"And be it further Enacted by the Authority aforesaid, that in case any Person or Persons as aforesaid liable to bear Arms as aforesaid being at such Church or other Place of Publick Worship as aforesaid who shall refuse or Neglect on demand of the said Church Warden or Church Wardens, Deacons or Elders respectively (or in case none such shall be present then on demand of any Commission'd Officer in the Militia of this Province) to produce and show his Arms and Ammunition required to be brought with such Person and Persons as aforesaid, to the intent it may be known whether the same are fit for immediate use and Service every such Person so refusing or neglecting to produce and show the same, shall for every such offence forfeit and pay the sum of twenty Shillings current Money to be recovered paid and apply'd in the same way & manner & to the same Uses as the first forfeiture in this Act mentioned is directed to be recovered, paid & applied.","be brought,may be known,be recovered,is directed,be recovered",5,1,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
200,186,1,"And be it further Enacted by the Authority aforesaid that this Act shall be & continue in Force for the Term of three Years, from the time of passing thereof and from thence to the end of the next Session of the General Assembly and no longer",,0,0,16,CorpusOne_text_files/text_1739_08_18_row_16.txt,1739_08_18
201,187,1,"Frederica in Georgia, Dec. , .",,0,0,17,CorpusOne_text_files/text_1740_01_26_row_17.txt,1740_01_26
202,188,1,"The Spaniards having invaded this Province, and killed some of the Inhabitants, and also having fomented an Insurrection of the Negroes in Carolina who murdered several Families there.",,0,0,17,CorpusOne_text_files/text_1740_01_26_row_17.txt,1740_01_26
203,189,1,"General Oglethorpe with a Party compos'd of Indians, Georgians and regular Troops, on the th Instant passed the River St. John's , which divides Florida from Georgia , the Spaniards abandoning the several Posts they held on that River and the Sea Coasts near it, he made an Inroad into the Spanish Florida, marched half Way to Augustine, the Spanish Horse with a Body of Negroes and Indians advanced within  Miles, as if they intended to attack our Men, but the General ordering the Chickesaw Indians to charge them, and advancing himself with the whole Body, the Spanish Horse retir'd to Augustine , and the Indians and Negroes took Shelter in a Fort not far from it.",,0,0,17,CorpusOne_text_files/text_1740_01_26_row_17.txt,1740_01_26
204,190,1,"The Indians pursued them  Miles that Night, the General stay'd three Days on the Spanish Main, and the Indians annoyed the Spaniards, making Inroads up to their Forts, killing or taking all they could find in the open Country.",,0,0,17,CorpusOne_text_files/text_1740_01_26_row_17.txt,1740_01_26
205,191,1,The General and Party returned here the th without the Loss of one Man.,,0,0,17,CorpusOne_text_files/text_1740_01_26_row_17.txt,1740_01_26
206,192,1,"Charlestown, South Carolina, April , .",,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
207,193,1,"WHEREAS upon mature Deliberation, it is resolved to defend these Provinces, by invading the Province of Florida, and attacking St. Augustine, in order to remove the Enemy, that from thence may molest his Majesty's Subjects in America;",is resolved,1,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
208,194,1,"which Enemy both have, and do continue to foment and countenance the Slaves in Rebellion, burning of Houses, Murders, & other Cruelties, of the Success of whose Proclamations, the late Massacre in this Province has been too sad a Proof.",,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
209,195,1,"AND WHEREAS the General Assembly of this Province hath order'd Forces to be raised, so that an Army compos'd of various Troops and Indians are to assist in invading Spanish Dominions of Florida.",be raised,1,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
210,196,1,"I therefore to prevent any Disorders that may arise in the said Army, by Virtue of Powers receiv'd from his Majesty, authorizing and impowering me (for the better Government of the Forces during their Continuance under my Command) to prepare and publish such Rules and Ordinances, as are fit to be observed by all Officers and Soldiers:",be observed,1,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
211,196,2,"In Regard therefore to the Regiment of Foot raised in So: Carolina, I do constitute and appoint, that Alexander Vander Dussen Esq;",,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
212,197,1,"Colonel of the said Regiment paid by the Government of SouthCarolina, shall hold Regimental Courts of Martial, for the Trials of such Offences as shall be committed by the Officers and Soldiers of that Regiment, and that the said Courts Martial shall consist of the Officers of that Regiment only, and that the Colonel of the said Regiment shall sit as President of the said Regimental Courts Martial, and make a Report to me, and that according to the Judgment of the said Courts, I shall cause Sentence to be pronounc'd in case I approve of the same;","committed by the Officers and Soldiers of that Regiment, and that the said Courts Martial shall consist of the Officers of that Regiment only, and that the Colonel of the said Regiment shall sit as President of the said Regimental Courts Martial, and make a Report to me, and that according to the Judgment of the said Courts, I shall cause Sentence to be pronounc'd in case I approve of the same",1,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
213,198,1,"or otherwise suspend the same, as I shall see Cause.",,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
214,199,1,"And I do further declare, that this Authority shall continue for the space of [ ] Months from the Commencement of the said Expedition and no longer, and that after the Expiration of the said four Months, or other sooner Determination of the said Expedition, every Officer and Soldiers, whether Volunteers from, or in the Pay of the Government of Carolina, shall have free Liberty to depart and return to their several Habitations;",,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
215,200,1,"and that a free Pass (if by them required) shall be respectively granted unto them against being impress'd, impended, inlisted or detained by any Authority Civil or Military whatsoever, that may be exercised by, or derived from me.","shall be respectively granted,may be exercised",2,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
216,201,1,"And I do further declare, that all Negroes which have deserted from SouthCarolina, and which shall be taken in Florida during the said Expedition, shall be deliver'd up to their respective Owners, on paying the Sum of Five Pounds Sterl.",shall be taken,1,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
217,202,1,per Head to the Captors.,,0,0,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
218,203,1,"And I further declare, that if the Officers of his Majesty's Ships of War, shall land Men to assist the Land Forces in any Land Service, one full Moiety of all the Plunder that shall be taken in such Service, shall go to the Officers and Men in his Majesty's said Sea Service, whose Ships are assisting in the said Expedition, and that all Plunder taken and accruing to the Officers and Men in the Land Service, shall be divided among the Officers and Men of the Land Service, in the same Manner and Proportion as Prizes are distributed among the Officers and Men in his Majesty's Sea Service, according to the Laws and Rules of his Majesty's Navy.","shall be taken,shall be divided,are distributed",3,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
219,204,1,"And I do further declare, that whatever Share of Plunder shall come to me as General and Commander of the said Forces, I will apply the same totally towards the Relief of such Men as may happen to be maimed and wounded in the said Expedition, and towards assisting the Widows and Children of any of the said Forces, that may happen to be killed in the said Service:","be maimed,be killed",2,1,18,CorpusOne_text_files/text_1740_04_04_row_18.txt,1740_04_04
