newspaper,newspaper_ID_histCommons,printer,date,written_date,year,text,resistance_tag
The Virginia Gazette,1,William Hunter,1756_01_02,"January  2, 1756",1756,"BOSTON November 30.
By the HONORABLE
SPENCER PHIPS, Esq;
Lieutenant-Governor and
Commander in Chief, in and
over His Majesty's
Province of the Massachusetts
Bay in New-England
A PROCLAMATION.
Whereas in the Proclamation
by me issued on the third
Instant (wherein the Tribe of
Penobscot Indians are declared
to be Enemies, Rebels and
traitors to his Majesty King
George the Second) Mention is
made of the Bounty or
Encouragement granted by this
Government to the marching
Forces employed for the
Defence of the Frontiers, to
captivate and destroy the
Indians of that Tribe; but it is
not therein set forth the Bounty
allowed (for Prisoners and
Scalps) to Volunteers who have
or shall inlist and form
themselves into Companies
(under the Regulations made by
the Government in June last)
and shall penetrate into the
Indian Country, in Order to
captivate and destroy them; nor
the Bounty allowed to
particular Persons, not in the
Pay of the Government, who
(upon any Emergency or
otherwise) may captivate or kill
any of the said Tribe: And
whereas the Great and General
Court, in their last Session,
have agreed and voted to give
the same Premiums to such
Companies and particular
Persons for killing and
captivating the Penobscot
Indians, as had before been
allowed to such Companies and
private Persons for Prisoners
and Scalps of the Indians of the
other Tribes with whom we are
at War.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_04_22,"April 22, 1756",1756,"London, Dec. 27.
Notwithstanding the
gasconading of the French
minister to the states of
Holland, by way of obliging
them to join his master, and
even threatening the princess
goverment with an insurrection,
which might be fatal to her and
her family, he had an answer so
far from agreeable, that it is
said a few days will determine
his stay at the Hague",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_06_05,"June  5, 1756",1756,"""The lords proprietors, their
deputies or officers, had the
powers given them of a
captain-general of an army, full
power, liberty and authority, in
case of rebellion, tumult, or
sedition , to exercise
MARTIAL LAW against such
as shall refuse to SUBMIT
themselves to their
GOVERNMENT, or shall
refuse to serve in the wars, or
are OTHERWISE
OFFENDING against
MILITARY DISCIPLINE.""",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_08_05,"August  5, 1756",1756,"THE following account
of the taking of his
majesty's ship the
Warwick by 3 French
men of war, may be
depended upon to be
true in every particular,
and is published to do
justice to Capt.
Shuldham, (whose conduct and
courage has been long ago fully
experienced) as well as to his
officers and men.
On the 11th of March, by break
of day, the Warwick descried 3
fail, to which she immediately
gave chance: Upon coming
near them, they were soon
discovered to be ships of war,
one particularly looming
extremely large: As they did
not answer the Warwick's
signal, she being certain of
their great superiority stood
from them, but in vain; for, as
they were all prime failors they
soon came up with her. The
Atalanta, a frigate of 38 guns
first fired one gun, which the
Warwick returned with a
broadside: Tho' the Atalanta
was at first to wind ward she
soon ranged under the
Warwick's lee quarter, by
which means she avoided her
lower tier, for, upon the
Warwick's running out the
lower docker; the sea rushed in
with such impetuosity, that she
was obliged to close all the
ports before the main-mast:
However, tho' the Warwick
could bring but 6 of her lower
deckers to bear against her, yet,
from the continual fire of the
upper tier, as well as that of the
marines commanded by Capt.
Brough (who all behaved with
the utmost spirit, and could
scarce be prevailed upon to
kneel down) the Atalanta was
obliged to sheer off: The
Prudent of 74 guns and 864
men, (exclusive of a great
number of officers and boys)
was now within gun-shot, with
whom the Warwick exchanged
several broadsides: By this time
the Zephyre also, another ship
of 34 guns was very near; and
the Atalanta had tacked about,
so that in 5 minutes the
Warwick must have been in the
center of 3 fires: This situation
induced the captain to strike,
who thro' a principle of
humanity was unwilling to
sacrifice the lives of to many
brave fellows. There were
killed on board the Atalanta 5
men, and 17 wounded, 4 of
whom died of their wounds in
less than a week, which is a
proof that the Warwick's guns
were better pointed and did
much more execution than
those of the enemy, who have
endeavoured to conceal their
loss.
From the above relation we
must beg leave to observe, that
the scandalous reports, lately
propogated with regard to this
engagement, could come only
from those, who are disaffected
to his majesty's person and
government: From those who
never pay any regard to truth or
merit, when it opposes their
rebellious inclinations: But
being hurried away by a wicked
and jacobitical zeal, take
pleasure in debasing the
characters of the bravest
commanders, and most loyal
subjects, in hopes of
strengthening as well as
encouraging their own
prosligate party.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_08_19,"August 19, 1756",1756,"June 12. We are informed, that
about 800 French and Indians
are assembled at St. John's
whose design in supposed to
be, either to attempt the taking
of the fort at Pisguit, or to cut
off the communication between
this place and that fortress. The
rebel Acadians there had arms
and ammunition brought them
by 300 Indians from
Louisbourg",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_09_09,"September  9, 1756",1756,"The French (who in all
Parts of America as well
as in other Paces, have
ever been troublesome
Neighbors, and are
always; gable
inpromoting Disard,
Rebellions, &C) having
for some Time past, been
so extremely active, in
their favorite Way
among theCreek Indians,
(who are a very warlike
People, and love Action)
that we have some
Reason to fear the
Minds of many of them
may have been
debauched; and it being
always, more
particularly at this ccal
Juncre a Point of the
highest Concern,
carefully to cultivate and
preserve the Friendship
of all Indians whatever
(as some of our Northern
Neighbours have been
lately taught at a very
dear Rase): In order to
point out to the deluded
People in that Nation
their true Interest to
brighten the Chain
between us and them
and to counter or rather
defeat the innumerable
Artifices and Stratagems
constantly practising
upon them by the
French, to educe them
from their Attachment
to the English, we hear,
this Government his
resolved upon the
Appointment of an
Agent, to reside in that
Nation.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1756_09_23,"September 23, 1756",1756,"Stockholm, June 25 A plot has
been discovered here for
exciting a dangerous revolt,
and in short to overturn the
form of government, and
deprive the states of their
ancient liberties, on which
account several persons have
been apprehended.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1757_07_21,"July 21, 1757",1757,"From VIRGINIA. — That on
the 8th ult. 30 Acts were passed
there; amongst them, one for
granting an Aid to His Majesty,
&C. by which the Forces of
that Colony are to be
augmented to 1270 Men; one
for the better regulating and
disciplining the Militia; one for
preventing Mutiny and
Desertion; one for raising a
public Levy; one for
establishing a Trade with the
Indians in Alliance with His
Majesty; one for the more
effectual preventing and
repelling the bostile Invasions
of Indian Enemies; and one for
reducing the several Acts
making Profusion against
Invasions and Insurrections
into one Act; &C. And, That on
the 13th, Otacite (who was
there with the Little Carpenter)
with 30 Cherokee Warriors,
(one of the Parties which Lieut.
Gray inform'd us had gone out)
arrived at Williamsburg, on
their Way towards Ohio.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1757_10_02,"October  2, 1757",1757,"""SINCE I wrote ford is arrived
at it by whom we have the of is
a full Account of Col.
Bradstreets Lake Ontario with
about 2600 Men of about 4
Days he reduced Fort
Frontenac a very important
Place, where Mons. Vaudercuil
(the Governor of Canda Son)
commanded; which had already
had a wonderful Effect, in our
Favour, on the Indians at the
Great Carrying Place. The Fort
capitulated: We lost only one
Man in the Attack and the
French 15: We took all the
Vessels that were there, and
among them a Brigt that was
taken from us at Osuego, with a
rich Cargo of Furr, &C. The
Value taken at Frontenac and
on board the Vessels is
computed at £ 70,000 Sterling:
n Consequence of the
Capitulation, the Garison is
allowed to go to Montreal, but
are to return and equal Number
of English Prisoners to Fort
William Henry; and Col.
Schuyler is to be exchanged for
Monf. Vaudreuil After the
Reduction of this Place, Col.
Bradstreet. proceeded down the
Lake, to attack Fort La Galette
about 35 Miles from Montreal.
The other Advices brought by
Capt. Mulford, are, That
General A had built a Sloop
upon Lake George, and sent her
on a Cruize; and that the
sending some Brass Cannon
lately from Albany to Fort
Edward, made it believed
another Attempt would be
made on Ticonderoga. That Sir
Charles Hardy had sail'd up
Gaspie Bay, with 3 Ships of the
Line, some Frigates, and
Transports with Forces, to
bring all the Places there about
under our Subjection. That fix
Regiments were going to
Boston. And that Admiral
Bescaw Squadron was mostly
to winter at Halifax horrid
Conspiracy had been some
Time in Agita by some Dutch
and Neutrals, for mdeing
Inhabitants; which was
discovered but the very Day
that it was to have been put in
Execution at Night, by a young
Fellow's running after a Wench,
down into a Cellar where a
Number of Arms lay ready,
loaded, for the intended
Carnage: Upon this Discovery,
the Inhabitants got under Arms,
and continued so all Night; and
since, strong Guards have been
kept.""",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_06_16,"June 16, 1759",1759,"The last letters from Lisbon
mention, that there are above
500 persons imprisoned in that
city, on account of the
assassination plot; and that the
following Jesuits, who are
closely confined, were the
original abettors and promoters
of that diabolical affair, viz.
Father Marciro, late confessor
to the king; Father Hyacinthus
de Costa, late confessor to the
princesses; the Father rector of
the seminary of d'Arroyos;
Father Franciscus Edward, a
famous preacher of the same
place; Father Malagrida, an
Italian; Father Joseph
Pardigam, procurator-general
of the society, and Father
Joseph Soares, procurator or
Maragnan. London, March 13. Letters
from Lisbon of the 10th ult. by
way of Holland, mention, that
there had been a second
execution of the plotters; that
Joseph Policarp de Azevedo,
the bravo that shot at the king,
who made his escape and was
taken at St. Ub, was burnt to
death alive; the names of the
others were not mentioned;
and, that Don Emanuel de
Souza, captain of the Swiss
guards who was confined in the
castle of Bellem on suspicion
of being concerned in the plot,
died there the 26th of January;
and his lady being a princess of
the family of Holstein, has
begged leave of his majesty to
retire to her native country,
Germany. Extract of a letter from Lisbon,
dated Feb. 15.
""This day the Jesuits have had
all their effects sold, even to
their beds, by which they are
entirely ruined, for being
concerned in the late
conspiracy.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_06_23,"June 23, 1759",1759,"They write from Lisbon, of the
6th ult. that every thing was
very quiet there: That nothing
had happened about the
criminals some time; the
colleges of the Jesuits were still
blockaded; and that it was
thought most of the criminals,
both laymen and ecclesiasticks,
would be banished to the
Portugueze settlements beyond
sea. The particulars of the
conspiracies of these fathers, is
expected to be published in a
short time.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_07_14,"July 14, 1759",1759,"They write from Iisben, that 3
large Venetian men of war,
each of 80 guns, have lain for
some time in that port, which
occasions much speculation.
The rebuilding the city goes
forward. The exchange will be
one of the finest in Europe,
built partly on the model of that
of London, and partly on that
of Amsterdam. His majesty
persists firmly in his resolution
to punish the Jesuits embarked
in the conspiracy against his
person, in the most exemplary
manner, and to suppress the
order in his own dominions.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_08_25,"August 25, 1759",1759,"WE have not learnt any
further Particulars of
the Young-Twin's Plot,
than that when he
opened it to the Chero's,
they rejected his
Proposal, and consented
condition by only that
the Check should strike
the Blow. And that one
Part of their Agreement
was, not to shew the
least Dislike, but make
the strongest Professions
of Friendship to the
white People, 'till the
very day appointed To
murder them.
Besides the Reinforcement of
Troops ordered to the Cherokee
Country, several Wans, loaded
with Stores, were sent for our
Forts last Week.
Some Lovers insuate, that I ,
Malatch's Son. is at the Bottom
of the Indian Conspiracy.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_09_01,"September  1, 1759",1759,"Other Advices directly from
Augusta; are, That a greater
Number of Cherokec's than
ever appeared before in those
Woods, have for 6 Weeks past,
been hovering about among the
Creek's, on both Sides of
Savannah River, at no great
Distance from the Settlements:
And, that they had sent a Talk
to Governor ELLIS, calculated
to make seem free from evil
Intentions, yet in a Stile not the
most promising; and desiring
he would meet them at Broad-
River, to hear what they had
further to say. And, that a
Runner from the Young Twin,
dispatched from the Chenakee
Country, was said to have
arrived in the Coweta's Town,
on the same Day that our
Express advised the Traders of
his Conspiracy.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_09_08,"September  8, 1759",1759,"SUNDAY last an
Express returned here
from Mucculdssa (the
WOLF King's Town) in
the upper Creek Nation
of Indians, with
Dispatches to His
Excellency the
Governor, from the Hon.
EDMOND ATKIN, Esq;
His Majesty's Agent, &c.
dated the 17th of August
—We have been
favoured with the Copy
of a Letter from the said
Gentleman, of the above
Date, which, as is
contains a Summary of
his important
Transactions, we shall
lay before the Public, for
their Satisfaction, in
nearly his own Words:
After acknowledging the
Receipt of the Dispatch
advising of the
Discovery of the Young-
Twin's Conspiracy, and
mentioning some Steps
he had taken thereupon,
he goes on. ""I had before
so disconcerted the
Schemes of the
Cherokee's, some of
whom came to these
upper Towns from over
the Mountains and went
to the French Fort, as
well as others to Coweta
from their lower Towns,
that I have not the least
Apprehension of any ill
Consequence from the
rash and ill-advised
Proposal and Resolution
of the Creeks who had
the private Meetings
lately at Keowee,——
——.I have made my
Way ood to this Spot,
within six Miles and an
half of the French Fort
at Halbama, in Spite of
all their Opposition,
Menaces and Bribes, and
the innumerable
Artifices of themselves
and their Adherents; and
notwithstanding the past
Clamour and Uneasiness,
before and at my first
Arrival in the Nation, the
Traders remark, that it
was never in so great a
State of Tranquillity as it
hath been airing the
Busk, and is at present,
throughout all their
Towns, the chief leading
Men in the French
Interest being entirely
silenced.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_09_22,"September 22, 1759",1759,"The Pope has desired time to
consider his most faithful
majesty's long dispatch, in
which are contained authentic
testimonies or the Jesuits
having concerted the
conspiracy against him; a
deduction of circumstances of
public notoriety, which are
stronger than any testimony;
and lastly the consessions of
some of themselves. Upon
these motives his majesty
declares his intention to abolish
the order, and to banish the
persons of the Jesuits out of his
dominions. The following has been
communicated to us, as an
Account of what we have
hitherto called the Young-Twin's
Plot: It now appears to have
been the Lower-Cherokee's, and
has been revealed by a Creek
Indian, who was present at the
late alarming Interviews with
the Chactaw's. He says, That be
accompanied Nehalacko, a
Headman of the Palachucolas
in the Lower-Creek's, to renew
the Friendship that subsisied
between the two Nations: That
they accordingly arrived at
Keowee the beginning of last
Month: That upon their Arrival
a Council was immediately
called, whereat the Cherokee's
related a long Train of
pretended Griavanes, such as,
the Loss of their People on the
Frontiers of Virginia,
Encroachments on their
Hunting-Grounds, &c. declared
that nothing but the Fear of
drawing the Resentment of the
Creeks upon them, preventing
their taking a Resolution to
break with the English, and
desired to know what Part they
(the Creek's) would take in the
Quarrel; or, if they would agree
to sta Neuter: That Nehalacko
thereupon censured them, as
the sole Authors of the Evils
brought upon them, by
suffering us to build Forts in
their Nation, and being too
familiar with us,&c. and told
them, for his Part, be could not
engage that the Creek Nation
would take any Part in their
War: That the Cherokee's then
insisted he would return with
all possible Expedition to his
Country, to sound the
Dispositions of his
Countrymen; and immediately
after send off two Headmen,
with the Result of that Council;
by which they would regulate
their future Conduct.—If this
be true (which we have no
Reason to doubt) it is plain the
Lower-Cherokee's were not
satisfied with the Murders of
the Rowan Settlers, but
intended further Mischief. The
Creek's not having show an
Eagerness to join them, we may
fairly deduce, that the lately
dreaded Indian War is n a fair
Way of being prevented; the
Cherokee's denying the Subject
of their Interview with the
Creek's, and Change of
Conduct since the Mankiller's
Talk to the Lower-Towns, but
more especially since their
receiving his Excellency's Talk,
seem to us clear Proofs of it.
One of the chief Complaints of
the Cherokees, is, that they are
cramped in their Hunting-
Grounds; for which they mush
be allowed to have some
Reason; For, a great Number of
lawless Vagabonds, have for
some Time past obtruded
themselves upon them from
almost every one of the
Northern Colonies, and, being
equally destitute of any good
Principle as of Employ, commit
all kinds of Misdemeanours: To
such Obtruders, it is most
probably owing, that any white
People are scalped, and that we
have any bad Talks, for some of
them are known to have
ingratiated themselves enough
with the Indians to sow
Dissentions among them, and
lay the Faults they commit to
others: We could even name
some, did our Intelligence
amount to positive Proof; and
'till Measures can be fallen
upon to expel these Villains, it
can hardly be expected that
Matters will go altogether well
in the Cherokees",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_10_27,"October 27, 1759",1759,"London, August 9. Letters from
Berlin bring a confirmation of
the discovery of a plot to burn
down that city. Upwards of 300
of the conspirators (deserters
from different nations, but
chiefly French) are imprisoned
'till the king's pleasure is
known",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_11_24,"November 24, 1759",1759,"The Accounts received in the
Camp the 16th Instant from the
Charkees, puts us in Mind of a
Letter we received about is
Days ago from one of the
Middle-Towns, dated the 27th
of October; wherein we were
told, ""That the Headman of that
Town had on the 25th, early in
the Morning come to the Writer,
and after first insisting that he
would solemnly promise not to
reveal one Thing be should tell
him, to any in the Nation,
acquainted him: That all the
Satisfaction the Indians who
were then going to Town
intended to offer, was, that
every, Murderer should be sent
out in Quest of a French Scalp
or Prisoner for every white
Man be had killed; that they
looked upon thus running the
Risque of their Lives as a
suffuicuebt Retaliation; and
that if this Offer did not prove
satisfactory, they were bent
upon Mischief, and Mr.
Gouedy's Store was the first
Place they had pitched upon to
plunder: That there had been
general Conspiracy among the
Indians, viz. the Upper and
Lower Cherokees, Creeks and
Catawba's (the Chiekasaws
only were ignorant of it); and
that the said Cherokees then in
Town, had carried several
Wenches with them who could
speak English well, in
particular one Seer's Wench,
that had loved in Town a long
Time, to give us a shocking
Specimen of Indian Policy, to
be put in Practice in Case the
Governor should not then give
them a Talk to their Mind.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1759_12_29,"December 29, 1759",1759,"WE hear there have
been insurrections in
several parts of France
by the common people,
whoare drove to the
greatest extremities:
And that to appease
them, the people in
power give out, that they
will at all events invade
Great-Britain in a very
short same, and raise up
the present drooping
glory of the grand
monarque.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_01_08,"January  8, 1760",1760,"Milan, sept.15. The senate of
Genoa has ordered all the
Capuchins in the territories of
the republic, to depart before
the end of this month. This is
owing to a discovery that these
good fathers were very
industrious in procuring
succours for the Corsican
rebels.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_01_26,"January 26, 1760",1760,"London, October 27. Letters
from Holland advise, that the
French court are appsehevice of
an insurrection in Normandy
prevent which, and their being
assisted therein by the English,
they had within a few days
starched up wards of 10,000
troops into that quarter. London, October 30. By some
particular letters from
Petersburg, we have advice,
that Mr. Keith the British
minister there, was neguciating
a treaty of importance, which
rotated reciprocal between the
two courts for assisting each
other if occasions should
require.
Accounts from Parts represent
the court and government in the
utmost confusion. At the
juncture the king seens to have
adopted the New or some call it
the Austrian System. The is to
be of France; the prince and
duke of Broglio ( he likes, to be
cassed) is to command uncut
the R and the duke de choi is to
conduct civil of fairs. The
marshal duke de pelleisle is
displaced; but on the other
hand since his famous letter to
Contades, he is amazingly the
public oplinon, which chagrin
him extremely it is will have
the department of war; and
some say there wall change in
the branch
Constans, events to come out of
the English This step is
supposed to be taken, to
endeivour to quiet, in degree,
the of the people, who are ripe
for insurrection.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_02_09,"February  9, 1760",1760,"The following is the
Substance of the
Information given us lest
Week by Mr. Thomas
Beamer.
THAT for some time after the
conclusion of the late treaty
with the Charles at fort Prince-
George, he did not observe the
apparent dissatisfaction or ill-
hurnour in any of them; on the
contrary, that they seemed
content, well and remarkably
its all friendly offices and acts
of to the white people —That
on the 12th or 19th of January,
70 or So Cherokees, all of the
Lever-Town (except the Round-
O, then amongst them) who
had assembled at Estates,
headed by the Young-Warrer of
that town, and of K, came,
leading two murderers, whom
they pretended they were going
to deliver up to Mr. Coytmore,
to his father's cow-pen, where
he resided, two miles on this
side Estatee, and desired him to
go with them as their linguist or
interpreter. That they had no
fire-arms whatever with them,
and if they had other weapons
they must have concealed them
under their blankets. That after
he had gone with them some
part of the way, 30 of the party
separated and took a different
route; and he proceeded with
the rest to the fort, where they
arrived at 4 o'clock P.M. That
they acquainted Mr. Coytmore
they came to deliver up two
murderers, and to obtain the
release of two hostages; and
desired they might be admitted
into the fort altogether, to see
their friends, and choose which
of them to release. That Mr.
Coytmore answered, he could
not admit more than 3 or 4 at a
time, and, when that number
went out, as many more, &c.
That thereupon 5 or 6 rushed
into the fort, and the gate was
shut to keep out the rest. That
he heard Mr. Coytmore had
been warned the day before, by
John Houses, and , two traders,
(the lest named of whom was
then in to be on his guard, and
that the to have some
mischievous designs in their
heads, and perhaps would
attempt to surprise the fore.
That he () cannot out with those
that had been admitted, when
the rest pretended that the two
murders had escaped. That he
observed to ill disposition in
the, even after this, nor were
they insolent; and he
immediately went home to his
father's. That two days after, an
Indian boy of Knowce, called
there on his way to Estatee,
dressed in a new blanket, with
a new pair of white men's shoes
on. That he questioned the boy
whither he was going, and
where he got those things. That
the boy answered, he was going
to to fetch some physic for the
warriors, and had got the
blanket, &c. at John store. That
he immediately recollected, it
was usual for the Charles when
they had done mischief, to take
some kind of drug to ease their
minds after it, and conclude the
boy could not come by the
blanket, &c. honesty. That he
thereupon questioned the boy
more closely, whether the
Indians had not murdered , and
plundered his store. That the
boy answered they bad done
both, and killed ten more white
men at his house. That upon
this his father took the alarm,
and was conveyed by him out
of danger, traveling thro
unfrequented places in the
night. That he returned tow
days after to his father's house
to remove his mother, his
sisters, someslaves and goods.
That when he arrived there his
mother * told him, ""That during
his absence she bad seen some
Indians pass thro' the yard all
dressed in new with a scalp
upon a pole, which for judged
to be Elliott's, and one of them
riding upon Elliott's horse, with
his saddle, bridle, and silver ;
but that no Indian but called at
the house: That she bad
however got information of all
the that was done: That the 30
warrior who from the gang
with which he went to fort
Prince George, directly to
Elliott's house (which was
situated about a mile and half
from the fort) where they
immediately butchered the
following persons, John
himself, who, ran mite after
being before they could kill
him; Charles Groves who
himself bravely for some time;
Joseph Axson, one the sworn
interpreters at the late treaty;
James May. Thomas Leopard,
William Young, John Bird
(nick-named square eyd Jack)
James Fraser, Patrick
Campbell, Maurice Morris, and
Dick the sailor: That at the
same place they took John
Winborn and Maurice Gwynn:
That they bad also killed a
soldier at a bag-pen about 150
yards from that fort, and
wounded another who escaped
into it; and bad likewise killed
nine white men in other towns;
one of than John Kelly, in the
town of Notally, whom they cut
into quarters, which they stuck
up upon poles."" That he staid at
home two days afterwards,
packing up goods, &c. but all
that time he saw no one Indian.
That the second day, at night,
he brought away his father's
family, salves and goods, the
same way that he had done his
father before; and left them all
safe at Beaver-Creek. That tho
the Round-O was among this
assemblage from the Lower-
towns, he believed that it had
no concern is their hellish plot,
but was ignorant of it, and only
went to see two of his sons,
who by his own offer, were of
the hostages in the fort. That he
would not pretend to say the
defection was general, but
believed it night be so; and that
his brother in saw, the Young-
Warrior of Estatee, was the
ringleader. That 14 Creek
Indians, said to be of
Cussitown, soon after the
governor's departure from fort
Prince-George, appeared
publickly in the Lower-Town.
That he made no doubt that the
Mortar and his gang were there
too, and might be the
instigators of the defection.
That he heard, a large convoy
of hogs had got safe into fort
Londoun, while the nation kept
up the shew of friendship. And
that his mother informed the
Indians had a camp at about
two miles distance all around
fort Prince-George, and scouts
all the way down to Twelve-
Mile river, to prevent any white
man's escaping out of the
nation, or any intelligence
going to or coming from the
fort.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_03_15,"March 15, 1760",1760,"The last two points treated on,
are 1. The danger of the
constitution from the infinite
dependence upon the crown,
created by means of our
national expences, amongst all
degrees of men; and, 2. The
eagerness with which our
nobility sollicit the badge of
military subjection, not merely
to serve their country in times
of danger, but in expectation to
be continued soldiers when
tranquility shall be restored,
and to be under military
command during life. Unless
another spirit possess our
nobility, what can we expect
but to see the system of
military subordination
extending itself throughout the
whole kingdom. When this war
shall be over, there will be less
reason than ever for numerous
armies; we need fear no
rebellions among ourselves,
and invasions from France are
less likely than ever. Besides,
we have acquired a new
internal strength, a militia
trained up to be useful; and
consequently we may reduce
the number of our guards and
garrisons so low, as to destroy
great part of the huge fabrick of
military influence and
dependence. But whatever you
do, if you mean to restore the
constitution, you must secure
the dignity and independence
of parliament.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_04_19,"April 19, 1760",1760,"Peterfoure, Dec. 22. The
exchange of prisoners between
this court and that of Perlin is
suspended by an unforeseen
accident. The count de Hordt, a
Swedish nobleman in the
Pruffian service, being taken
prisoner by our forces, was
demanded by the resident from
Sweden, as a person involved
in the conspiracy of 1750, upon
which he was put in irons in
order to be delivered up. His
Prussian majesty was no sooner
informed of this than he daused
lieut. gen. count Soltikoff to be
arrested and sent to Spandau,
declaring publickly, that
whatever fate besel the count
de Hordt, he was to expect the
same.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_05_10,"May 10, 1760",1760,"Leipsic, January 16. A
conspiracy has been discovered
at Dresden [of what nature they
do not say]. One of the ring-
leaders, who was on the print
of being taken up, dispatched
himself by poison. Among his
accomplices are several persons
of rank, ecclesiastics and
others.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1760_06_21,"June 21, 1760",1760,"We are at length relieved from
our apprehensions of a general
Creek war, at least for some
time, by the arrival yesterday
morning of Mr.Jerome
Courtonne, from the Breed
Camp; who on his way down,
passed near, or came thro' all
the Upper Creek towns, the
beginning of this month; when
all was apparently quiet there,
and he saw the traders in
several of them gathering up
their effects and about their
usual business. He has given us
the following information in
relation to the late outrages
committed there. ""That there
were no more than 11 people
killed in those towns, including
a negro, viz. John Rose, a
trader; William Mitchell, his
Packhorse-man; and Tom, a
negro (Ross's slave) at the
Sugespoga's, where the
mischief was begun by a lad,
son of the headman of that
town, and others associated
with him, who first killed R and
Mitchel, and then the negro.
That the gang encreased here,
and went next to the
Oaksuskees, where they killed
William Rae, a trader, and
William Ro his Packhorseman;
making the Oaksuskee people
believe, that the Headmen of
the Lower-Towns had killed
every white man in them, and
the Sufespoga headmen had
done the same in theirs, as
there could be no possibility of
making up matters again; and
that the warriors were
following them: This infnation
brought more brought more
Indians into their gang, with
whom they went on to
Carolegies, where they
likewise murdered Lachlan
McIntosh, and George Johnson
traders; and John Roberts,
William Franks, and George
McCullough, packhorsemen;
repeating there what they had
told before, and that the Oak
headmen themselves had killed
their own traders: Then they
proceeded to Fu, where they
killed Richard Hughes, a trader,
who is said to have defended
himself gallantly for a long
time with nothing but a carving
knife, and where the murders
ended. That several tracers fied
for protection to the Wolf's
town, who behaved to them all
in the kindest manner; and
caused them to be hid in a
swamp while he sent out
runners to pet intelligence of
the occasion of this alarm, and
arm'd and painted all his
warriors, declaring, that his
attachment to the English was
unalterable, and that he would
defend them to the lost, if even
the whole nation besides had
joined in a conspiracy against
them, and saying that his
bowels were interwoven with
those of the white people
[which shows that we were led
into a mistake (by a letter from
the Creek country) when we
men in this paper, ""that the
Wolf King had proved a
""deceitiul mercenary fellow.""]
The Wolf on got intelligence
how the affair happened,
recalled the hidden traders, and
kept them under his protection,
till the headmen of the nation
were summoned and had a
meeting at Mucculassa; at
which they and the warriors, all
disavowed having any previous
knows ledge of, or consenting
to, the murdering and robbing
of the traders; and resolved that
the living traders should be
protected and their goods
restored, and that the effects
belonging to the stain should be
collected and secured for their
friends: He even sent runners to
recall some traders that had fled
to Pensacola; where naked and
distressed as they were relies
was refused them by
Englishment (who were there in
two vessels from New-York,
and one from Rhode-Island,
trading with a very gay French
gentleman from Mobille) while
even savages (the Tamasee
Indians) took off their shirts
and covered them. That there
had also been a meeting of the
headmen of the lower towns at
the Tallises, who likewise
disavowed their knowledge of,
and assent to, the late outrages
committed (as they say) by
some mad young fellows. That
26 Upper Creeks were gone
with Mr. Joseph Wright, to see
if they could accommodate
matters with governor Ellis at
Savannah, where Mr.
Courtonne supposes they may
be arrived yesterday. That soon
after the assemblies of the
headmen, the traders returned
to their respective towns, to
gather their effects. That the
famous Mortar of Oakeboy was
at last returned to his town,
whom he verlly believes to be
the instigator and some of the
late disturbances. That (besides
the Wolf) the Gun-Merchant
Duvall's-Landwrd, the
Oaksusee captain, the Miser
and the Tallsee headmen, and
saved several white people
from being murdered, exerted
themselves in an extraordinary
manner in our favour, and
prevented the war being made
general; while some other
Indians, who had received
distinguishing favours, were
discovered to be very great
villains. Mr.Courtonne is of
opinion, that, notwithstanding
the friendly professions of most
of the Creek headmen, a
national rupture has been long
since preme-itaed and resolved
on, at the instigation of the
French, by means of their
known agent the Mortar, but
that the breach was not
intended to be begun before the
traders had brought away their
leather and returned with fresh
and large supplies of goods: He
is likewise of opinion, that if
the Creek trade is not stopped,
at least 'till the fall, the French
party in that nation will still
join the Cherokees.",nonslave
