,document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
226,Their Numbers are now supposed to be  or  strong;,1,are now supposed,1,1,1,1,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
227,we are obliged to be under Arms Night and Day.,1,are obliged,1,1,1,1,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
228,"Captain Davis, who commands the Diligence Sloop of War, has been extremely kind and usual with his Men and Arms.",1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
229,There will be very little Wood of any Kind shipped from hence this Year.,1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
230,I believe the Insurrection will be general.,1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
231,There are several Negroes in the new River taken to the Bush;,1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
232,"and yesterday, as a Craft was coming down the Rio Honde, they killed the Steersman, and went off to the Spaniards, who will protect them.",1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
233,These Disturbances will altogether put a Stop to Business;,1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
234,"indeed most People threaten to leave the Country.""",1,,0,0,0,0,29,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_08_26_row_29.txt,1773_08_26
235,"Wednesday Evening arrived here, in  Days from the Bay, the Snow Esher, Captain Dunn, bound to Boston, but put in here, being in Want of Provisions.",1,,0,0,0,0,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
236,"He reports, that there are about twenty of the most desperate of the Negroes still on Arms;",1,,0,0,0,0,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
237,"that five who were taken were executed in the following Manner, namely, one hanged, three burnt, and one gibbeted alive.",1,"were taken,were executed",2,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
238,That their Plan (which was laid with such Art as to give it a Probability of Success) was to have murdered every white Person and their Adherents;,1,was laid,1,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
239,"but the full Execution of it was happily prevented by the Confession of one of the Conspirators, who had been taken.",1,"was happily prevented,had been taken",2,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
240,That since the Beginning of the Insurrection they had murdered about twenty white people.,1,,0,0,0,0,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
241,"That a Man of War was arrived there from Jamaica, and they had sent for another to protect them.",1,was arrived,1,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
242,"That they were in great Want of Provisions, and none to be had, the Trade being entirely at an End.",1,be had,1,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
243,"No Logwood or Mahogany cut this Year, and what had been left of what was cut before washed away with the Floods.",1,"had been left,was cut",2,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
244,"That in six Weeks upwards of forty Negroes had gone over to the Spaniards, who protected and refused to deliver them up;",1,,0,0,0,0,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
245,"and twenty more, in one Gang, went off just before he left the Bay.",1,,0,0,0,0,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
246,"That most of the white People were preparing to leave it, with their Negroes and Effects, some of them intending to settle in Georgia, being very apprehensive the Spaniards would come down upon them and make Reprisals for the Salvage of the Spanish Register Ship Thetis, which had been lost at the Bay long Time ago, as mentioned in the Papers.",1,had been lost,1,1,1,1,30,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_30.txt,1773_10_07
247,"Wednesday night arrived the snow Esther, Capt. Dann, in  days from Honduras, by whom we learn that some of the rebellious Negroes had been taken, and five of them executed;",1,had been taken,1,1,1,1,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
248,"that twenty of the most resolute had run away to the Spaniards, and that the people had quitted the rivers, and retreated to the Key, where they were obliged to keep a guard for fear of the Negroes there rising upon them.",1,were obliged,1,1,1,1,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
249,"Capt. Eves, of Philadelphia, the only vessel left at that place, was to fail, in a few days, for Georgia, with  Negroes, and most of the principal families.",1,,0,0,0,0,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
250,"The inhabitants expected the Spaniards down upon them, to demand the property saved from the Register Ship, lately cast away there.",1,,0,0,0,0,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
251,The Diligent man of war was obliged to quit her station for want of provisions;,1,was obliged,1,1,1,1,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
252,"and the inhabitants had sent an express to the admiral at Jamaica, soliciting another royal vessel for their protection.",1,,0,0,0,0,31,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1773_10_07_row_31.txt,1773_10_07
253,"Extract of a Letter from a Gentlemen in St. Eustatia to his Friend in Boston, dated the th of July last .",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
254,"""I am extremely concerned at the Measures pursuing by Great Britain against the Colonies, for poor Boston in particular.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
255,It could never be meant that the was to be the sole Butt of their—I will call no harsh Names.,1,be meant,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
256,The rest of the Colonies were in full Perspective.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
257,"Gradual in Execution, was the most probable Means of gaining and Establishing a Precedent.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
258,"The Capital subdued to Obedience would have been sufficient, to every Purpose.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
259,"By Obedience, I mean Obedience to the extraordinary new Mandates;",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
260,"and I can assure you that but few who know the interest of the English Carihbee Island but must, and do, approve the Measures adopted by the Town of Boston.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
261,"It cannot be conceived by you, on the Continent, what a Confusion the Suspension of Supplies to the Island would occasion.",1,be conceived,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
262,Insurrections among the Negroes must be the Inevitable Consequence.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
263,"Hunger is, and ever will be, a Means to drive Men upon every practicable Means to appease its Gnawings.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
264,"The Islands formerly raised Negro Provisions, such as Tams, Potatoes, and India Corn, nearly sufficient for each Plantation, and had from North America the Remainder, but the Grounds so appropriated have of late Years been constantly improved in Canes, as more profitable;",1,been constantly improved,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
265,"and the Food brought from the Colonies being not only cheaper, but more solid and agreeable in Taste, the withdrawing in from the Slaves, now accustomed to it, would be sufficient to breed a Mutiny throughout the Estates.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
266,"The Property of many of these Estates, improved by their A gents, and stocked with from  to  or  Negroes, residing in many of the leading Men in London, Bristol, and other capital Seaports, interest would render them your Advocates, rather than suffer such immense Fortunes to run to Ruin.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
267,"""In short, a suspension of Supplies would oblige the Planters to discontinue the Culture of Canes, and it could by no Means be speedily recovered.",1,be speedily recovered,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
268,"The Islands cannot subsist for any Time without Provisions from the Continent, and sew indeed of the inhabitants are there but already Groan with Apprehension that the dreaded Suspension may take Place.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
269,"""I should conceive a second Consideration would draw the Attention of those Gentlemen to the common Welfare, viz.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
270,"the French King's Death, and the Measeres that Nation are taking in their Islands.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
271,It is not six Months since several Troops arrived at Martinico and Guadaloupes which are distributed in.,1,are distributed,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
272,Reinforcements to their Garrisons.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
273,A Continuance or Renewal of this Police has very lately taken Place.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
274,"About eight Days ago a Brig landed  fresh Troops at Port Royal, and then proceeded to St. Domingo.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
275,"The French say  more are on their Passage for same Place, in different Vessels.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
276,"Their Artisans are all employed on Fortresses, adding and repairing;",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
277,"and many new Batteries and Redoubts are erecting in a Private Manner, even where no probable Service, by Prevention to Land, can be expected them.",1,can be expected,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
278,"In their gasconading Way, they are very soon to conquer much of America, as well as these Island.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
279,"War seems planning in Martinico, I hope no Where else in this critical Conjuncture.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
280,God only knows what would be the Event.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
281,Their several Preparations are unaccountable.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
282,"I wish all Matters were reconciled led, to be in Readiness for what may happen""  At a Town Meeting on Tuesday last, the Methods proposed for employing such as are out of Business by the Operation of the Port Bill were approved.",1,"were reconciled,were approved",2,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
283,"A circular Letter to the other Towns, relative to the lil forcating, our charter, was reported, and accepted by the Town.",1,was reported,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
284,The Meeting stands adjourned to Tuesday the th of August.,1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
285,"By captain Lovett, arrived last week in this Town after a short Passage to Portsmouth from Antigua, we learn that the Merchants and Planners were in great Consternation there on reading the proposals of the Colonies for suspending their supplies of Lumber and provisions, which they agree much be ruinous to them;",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
286,"and in consequence, they have appropriated a Third of their Cane plantation for the culture of Indian Corn, Yams, Potatoes, &c.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
287,"for the Maintenance of their Slaves , in Cafe the Suspension does take place.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
288,"It is father said Antigua has sent home a Remonstrance on that Head, praying Great Britain either to open the port of Boston, and let them have provisions as usual, or furnish them with the absolute Necessaries of Life themselves;",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
289,"otherwise, they, their Sugarplanting must speedily come to an End, as they can neither support their Slaves , nor ship the Sugars home, for Want of casks.",1,,0,0,0,0,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
290,"Notwithstanding the Distress in which they foresee they must be involved by our Discontinuance of Trade with them, they generously commend us for the Resolutions, acknowledging that in our circumstances any Measure we can hold on for Relief from the chains imposing upon us is fully justifiable.",1,involved by,1,1,1,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
291,"A Cart Lord of new Pickaxe was seen putting into a store on the Long Wharf, last Saturday.— Query , what are we to apprehend from all these warlike preparations?",2,was seen,1,1,0.5,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
292,"is a Fort to be erected in good earnest, and the Town to be awed into submission by cannons and Mortars! Forbid it, Heaven! rather let it become a Heap, and be razed to its Foundation, than one mean concession be the Means of its Preservation!",3,"be erected,be awed,be razed",3,2,0.6666666666666666,1,32,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1774_08_25_row_32.txt,1774_08_25
293,A negro plot has been lately discovered at Esopus;,1,has been lately discovered,1,1,1,1,33,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_16_row_33.txt,1775_03_16
294,"two the principals have been detected, and confessed that their design was to convey ammunition to the Indians, and to set fire to Esopus, Marbletown, and other places.",1,have been detected,1,1,1,1,33,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_16_row_33.txt,1775_03_16
295,"A letter from said place names Marbletown as well as the three above mentioned, and that the Negroes were to be divided into parties, to fire the houses, cry fire, and kill the people as they came out.",1,be divided,1,1,1,1,34,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_17_row_34.txt,1775_03_17
296,The motive for this conspiracy was the recovery of their freedom.,1,,0,0,0,0,34,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_17_row_34.txt,1775_03_17
297,"A large quantity of powder and ball was found with several negroes, and there are said to be advices in town, that, besides the two negroes be mentioned, seventeen or eighteen more have been committed to jail.",1,"was found,be mentioned,have been committed",3,1,1,1,34,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_17_row_34.txt,1775_03_17
298,"A report has likewise been current in town, for a day or two past, that these negroes were to be joined by five or six hundred Indians, but it does not appear that there is any good foundation for the report.",1,be joined,1,1,1,1,34,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_17_row_34.txt,1775_03_17
299,"NEW YORK, March .",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
300,"WE have authentick advices, of the d of last month, from Ulster county, that on Saturday night the th Mr. John Schoonmaker, being in bed, overheard the following conversation between his Negro York, and Negro named Joe, belonging to Mr. Johannes Schoonmaker, viz.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
301,York.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
302,How many?—Joe.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
303,A great many.—York.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
304,From where?—Joe.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
305,"From Keysereck, Hurly, and Kingston.—York.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
306,How much powder have they?,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
307,—Joe.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
308,Two pounds.—York.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
309,"That is not enough, they should have more to go through with it, and drums enough to prevent hearing the cries.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
310,"They will begin, two at your house, two at John De Puis, and in proportion more at other houses.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
311,It will be put in execution between this and Wednesday night;,1,will be put,1,1,1,1,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
312,"when once begun, we must go through with it.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
313,"We are to set fire to the houses, and stand by the doors and windows to receive the people as they come out.",1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
314,"The above (in substance) being deposed before a magistrate, the two Negroes were committed to goal, and, together with several other Negroes, examined next day before four magistrates, who met for that purpose;",1,"being deposed,were committed",2,1,1,1,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
315,but no further discoveries could then be made.,1,be made,1,1,1,1,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
316,"A letter from said place names Marbletown as well as the three abovementioned, and that the Negroes were to be divided into parties, to fire the houses, cry fire, and kill the people as they came out.",1,be divided,1,1,1,1,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
317,The motive for this conspiracy was the recovery of their freedom.,1,,0,0,0,0,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
318,"A large quantity of powder and ball was found with several Negroes, and there are said to be advices in town, that, besides the two Negroes before mentioned,  or  more have been committed to gaol.",1,"was found,have been committed",2,1,1,1,35,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1775_03_18_row_35.txt,1775_03_18
