"doc_id","file_name","sentence","date"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","But the News of their Loss caused an Insurrection, in which the Grand Vizir with Difficulty escaped.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","Whatever be the Event of this War, it commences at a time remarkably convenient for the Queen of Hungary, who would have the Reason every Hour to fear, left France might have incited the Turks to invade her Dominions, had they not been alarm'd by so formidable an Attack on the other Extremity of their Empire.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","Stockholm The two unhappy Generals [ ] and [ ], after all Arms had been tried in the Senate to obtain a Reversion of their Sentence, or the Delay of its Execution, by a general Review of the Proceedings, are at last executed.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","Bedenbrock suffered without any very remarkable Accident, but the Fate of Lowenhaupt was more severe;","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","for having for some Time found that the People were inexorable, and that nothing but his Death would calm their Commotions, he had projected the Means to escape by a Hole secretly broken under his Bed.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","And as the People were assembled to behold his Execution, an Accompt was brought of his Flight The Rage which this Disappointment excited, obliged Enquiry should be made after him, and that the Coasts should be guarded, by Ships of War, by one of which he was taken in a small Yatcht, in the Habit of a Seaman, and after having been [ ] with the Hopes of an Escape, carried back, and executed the next Day.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","The [ ] still continue to threaten an Insurrection in Favour of the Prince of Denmark, nor, tho' the Court appears studious to pacify them by pardoning  who committed the late Outrage, do they yet lay aside the Design of imposing by Force of Arms a Sovereign on the Rest of the Kingdom.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","The King has therefore thought it necessary to use Compulsion instead of Persuasion, and has sent a large Body of Forces into their Country, to hinder them from forming an Army.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","Copenhagen.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","The military Preparations are still continued, though the Use for which they designed is not yet known It is not unreasonable to believe that Danish Emissaries are employed to raise Insurrections in [ ], and that the Prince of Denmark hopes to animate his Adherents by shewing how powerfully he is able to assist them.","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","But it may be imagined that the Swedes will adhere to their present Choice as it is upon the whole the best that they could make;","1743_12_26"
"72","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1743_12_26_row_72.txt","they will regain [ ], without Bloodshed, an Acquisition which if the Armies and Fleets of Denmark cou'd have enabled them to make, they would have purchased by becoming Dependants to that Crown.","1743_12_26"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","The Committee appointed to examine into the late Plot at Petersburgh, having made their Report to the Empress;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","a few Days after, her Majesty appointed an extraordinary Assembly of the Senate, where she appeared in Person;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","and rising from her Throne, acquainted that august Assembly with the Occasion of their Meeting.","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","Her Speech, drew Tears from the Eyes of all that heard it.","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","She open'd it with observing, That notwithstanding her Right to the Imperial Diadem, she did not assume it till call'd thereto by the Voice of the whole Nation;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","that from the Time she was rais'd to the Imperial Dignity, she had ever studied the Welfare of her Subjects;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","which appeared by her bringing the late War to so glorious a Period, without raising any new Tax;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","that it was therefore surprizing to her, that there could be among her Subjects any who were desirous of overturning so just, so gentle and Administration, much less of practicing against the Person of their Prince, who, in every Judgment remember'd Mercy;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","and who had always shewn, as she still props'd to shew, that Clemency was the only Prerogative she mean to exercise, in Right of her Imperial Dignity;","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","but that there were such Persons, the Report that should be read would fully prove, from their Examinations, Confessions, Letters address'd to, and written by them, with every other Kind of Evidence, that, perhaps, was ever produced in a Court of Justice.","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","The whole Process was then read, and the Original Papers laid before the Senate, who thereupon pronounced Sentence of Death upon  Persons of Distinction, of both Sexes.","1744_01_02"
"73","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_01_02_row_73.txt","In Consequence of this Sentence, they were brought out to the Place of Execution, but just as the Executioner was going to perform his Office, a Declaration was read to the Criminals, by which her Imperial Majesty granted them their Lives, and consented herself with banishing them into Siberia for theRest of their Days.","1744_01_02"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","A full Discovery of the Conspiracy has now been made, by which it appears that many Persons of high [ ] were engaged in it, and then their Design was no less than to produce a new Revolution.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","The [ ] Conspirator of both [ ] who .","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","to be .","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","the Judges .","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","tried, have from the [ ] of the Czarina obtained a Remission of their Sentence, but have however been punished in such a Manner as cannot be read in politer Countries without Horror.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","They suffered the [ ], a Kind of cruel Bastinado on a publick Scaffold, their Tongues were then cut out, and they were dispatched to Siberia to spend the remaining Part of their Lives among the Savages.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","It might produce a very curious Speculation, to enquire whether Severity procures any Security to a Government.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","At the first View it appears, that the Fear which it produces most naturally discourage Conspiracies, but that the same Motive, when they are once formed, will excite a Kind of desperate Resolution, since there is no medium between Success and insupportable Misery.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","Of this Conspiracy the most remarkable Circumstance is the Conduct of the Marquis de Botta, Minister of the Queen of Hungary at Petersburgh, who is said to have fomented the Malice of these Malecontents, and promote their Design by promising them Assistance from Prussia.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","This is a Transaction that must be explained by future Discoveries, and the Information which the Account ordered by the Czarina to be publish'd will afford us.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","The Queen of Hungary disowns any secret Connivance of the Conduct of her Minister, and promises that, if the Crime charged upon him can be proved, he shall suffer the Punishment, which he appears to deserve for having injured at once the Sovereign by whom he was employed, and at whose Court he resided.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","It is indeed not likely, that the Queen of Hungary should, after the Treaties that have been made, desire a new Resolution in Russia;","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","but if we judge only of Motives of Interest, it was natural for the King of Prussia to wish himself set free from the Fears which an Union of Russia and the House of Austria must excite in him, and it must be confessed an uncommon Stroke of Policy to employ the Austrian Minister in the Conspiracy, that he might expect to see the Union broken whether it shou'd succeed or fail.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","As we are now indulging Conjectures which we do not pretend wholly to justify, we will venture to hint that it may perhaps be shown at a convenient Distance of Time, that this Conspiracy was contrived and discovered by the same Persons who brought the Czarina into Danger, that they might have the Merit of delivering her, and corrupted the Austrian Minister, that they might injure .","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt",".","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","It is observable that France has thought this a very favourable Opportunity of regaining her Influence, and has proposed a new Treaty with the Czarina, and offered to assist her against the Designs of her Enemies, among whom the Queen of Hungary is undoubtedly numbered.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","But while these and a thousand other Suppesitions of the same Kind are formed, it is not impossible that Botta may be innocent, or that the utmost of his Crime was want of Prudence.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","The Armament which has been fomented with so much Diligence and at so great an Expence, is now no longer expected to be employed, and the Ammunition is therefore to be again reposited in the Magazines, and the Soldiers to be dispersed into their usual Quarters.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","It is believed not without Reason, that the Discovery of the Russian Conspiracy has had a very extensive influence;","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","and the sudden Alteration of the Danish Measures, without any other apparent Reason may give Suspicion that the Invasion of Sweden was projected in Confidence that the Assistance of Russia would be withdrawn.","1744_02_27"
"74","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_02_27_row_74.txt","There are new schemes of Accomodation produced, and Exchanges of Dominion mentioned, nor does there remain any Appearance of a Design to engage in the Hazard of a War.","1744_02_27"
"75","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_03_05_row_75.txt","Though the French have been hitherto disappointed in their Designs of reducing the Power of the House of Austria, and have appeared not to press any of their present Schemes with their usual Activity, there is Reason to suspect, that they have not so much wanted Strength for more vigorous Measures, as reserved it in Hopes of having amore favourable Opportunity.","1744_03_05"
"75","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_03_05_row_75.txt","Had the Conspiracy disunited Russia from the House of Austria, the Confederacy would have been very much weakened and a single Battle might have restored France to its former Power.","1744_03_05"
"75","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_03_05_row_75.txt","The Conspiracy is discovered and they are now endeavouring to take Advantage of the discovery, but it may be reasonably hoped that they have made their Designs and their Maxims too publick to obtain any Credit.","1744_03_05"
"75","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_03_05_row_75.txt","As the Approach of Winter puts a Stop to the Operations of War, it is likely that the Interval will be employed in Negotiations, in which they have seldom been unsuccessful, but in which they must however have less Superiority as they are less feared and less trusted","1744_03_05"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","On Monday last his Majesty's Snow the Spy sail'd on a Cruize.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","And, On Friday arriv'd off our Bar, his Majesty's (Hospital) Ship the Scarborough, commanded by Capt. Thomas Tucker, from Jamaica, with a Packet;","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","this Ship will sail for England in a few Days.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","Our last Advices from London say, All Accounts from Italy agree, that Admiral Mathews has gain'd a compleat Victory over the combin'd Fleets of France and Spain;","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","but what Accounts there are of the Loss of Ships on either Side are yet very different, and therefore cannot be depended on: The Spaniards are said to have behav'd (during that Engagement) extraordinary well, but the French quite the Reverse.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," That the Troops which had embarked at Dunkirk, are all debarked, and their intended Invasion of England seems to be laid aside, or, at least, 'till further Orders: During the Embarkment of the said Troops, it appears, that a very great Hurricane had been felt at Dunkirk, in which the French have lost  or  large Transport Ships, some Men of War, small Vessels, &c.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt","and upwards of  Men, &c.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," That, agreeable to the late Resolution of the States General, [ ] Regiments of national Troops, commanded by General Romps, have been embarked and sent for England, where they arriv'd on March , and the other Regiments were soon to follow.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," That the States General have unanimously come to a farther Resolution, to fit out a Fleet of  Men of War immediately, to act in the British Channel.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," That the Habeas Corpus Act is suspended.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," And that another Squadron will be sent into the South Seas.","1744_05_21"
"76","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_05_21_row_76.txt"," 'Tis said the Conspiracy in, and designed Invasion of England, was first discovered by a Highwayman, who had robb'd a Post of his Mails, and finding Letters relating to the Design, deliver'd them to the Duke of Newcastle, upon a Promise of Pardon for his past Offence.","1744_05_21"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","SOUTHCAROLINA By His Excellency JAMES GLEN, Esq;","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","CaptainGeneral, Governor, and Commander in Chief, in and over the Province aforesaid.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","A PROCLAMATION. WHEREAS in Time of Alarm or other imminent Danger, the Service of white Men is necessary, for the Safety and Defence of this Province: And whereas it is proper to give all due and fitting Encouragement to such, to enter into the Service in Case of any Alarm.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","I have therefore thought fit, by and with the Advice and Consent of His Majesty's Council, to issue this May PROCLAMATION, hereby promising, that every white Man not paying above Forty Shillings in the General Tax of the Province, who shall voluntarily enlist himself, or be draughted to go from his Habitation in the Service of the Publick, in Times of Alarm or other imminent Danger, shall be allowed, over and above what other Encouragement is given by the Laws of this Province to such Persons, the Sum of Twelve Pounds, current Money, per Month;","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","and in Case such Person shall not be continued a Month in the Service, yet he shall be allowed a whole Month's Pay.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","Given under my Hand and the Great Seal of this Province, at the Council Chamber in CharlesTown, the Twentyfifth Day of July, in the Year of our Lord , and in the th Year of His Majesty's Reign.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","James Glen.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","God save the KING. By His Excellency's Command, John Champneys, Dep.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","Secr.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","From the Gentleman's Magazine for March last.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","To GEORGE the Second, King of Great Britain, &c.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","The humble ADDRESS of his Protestant Subjects, the People called QUAKERS. May it please the King, WE thy faithful and peaceable Subjects, being deeply concerned for the Safety and Preservation of thy Person, Family and Government, beg Leave to approach thy Throne, to declare our Abhorrence and Detestation of all Plots and Conspiracies, for the Subversion of our Religion, Laws and Liberties, and the introducing Popery and arbitrary Power;","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","and of all Attempts whatsoever to disturb the Tranquility of these thy Kingdoms;","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","and to Assure thee, that we are determined, by the Assistance of Almighty God, in our respective Stations, steadfastly to continue thy loyal Subjects, and, agreeable to our known Principles to contribute all in our Power for the Preservation of the publick Peace.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","Duty and Affection oblige us to express our grateful Acknowledgements for those inestimable Blessings, our Religious and Civil Liberties, which we enjoy under thy mild and auspicious Administration.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","May the Almighty be pleased to direct thy Councils by his Wisdom, and make thee, O King, the happy Instrument to calm and compose the present Differences of Europe and the glorious Means of re establishing Peace and Tranquility;","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","may his Divine Providence, who hath preserved thee in imminent Dangers, protect thee against all thine Enemies, make thy Reign over us long and prosperous, and continue a Succession of thy Royal Off spring, the Blessings of a free and happy People, to late Posterity.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","Signed in Behalf of the said People, London, the th Day of the first Month called March, .","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","To which His Majesty was pleased to return this most gracious Answer.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","I THANK you for the very dutiful and loyal Address.","1744_07_30"
"77","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_07_30_row_77.txt","And you may depend upon my constant Protection.","1744_07_30"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","The following is an Account of some Circumstances relating to the Enterprize projected against Great Britain, given by a foreign Minister at Versailles.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","A LITTLE Time after the Death of Cardinal Fleury, the Court of France sent a Plan of the Expedition to be made upon England, to Madrid.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","The Queen of Spain, who had been long distrustful of every Thing that came from the Cardinal Fleury, and looked upon all his Schemes as laid to ensnare Spain, began the rather to relish the Proposition of the Court of Versailles, as Cardinal Fleury was now no more, which Disposition the Bishop of Rennes, Ambassador from France at Madrid, took Care to cultivate, and represented how greatly this Project would tend to advance the Interest of the Crown of Spain.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","He said amongst other Things, that Ireland and Scotland were ripe for a Revolt;","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","in short, that there was in both those Kingdoms, as well as in England itself, so general a Discontent, that there was no Doubt but that the whole Expeditionwould be made without any Effusion of Blood.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","He added, That it was the real Intention of his Most Christian Majesty, as soon as Things were settled in England, to fix Don Phillip in the Kingdom of Ireland, and to crown him King thereof;","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","but that it would be indispensably necessary, previously to enter into a Convention in Favour of the young Pretender, without stipulating any Thing in Respect to Ireland, for Fear of giving Umbrage to the Well affected, andof making Enemies.","1744_08_20"
