document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
'Tis not doubted but that the Promotion of the Lieutenant Generals will take Place forthwith.',1,[],0,0,0.0,0,37,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_13_row_37.txt,1738_01_13
"We hear from Bath, that on Sunday last, the Rev.",1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"Dr. Stephenson of that City, preached a Funeral Sermon for Mrs.",1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"Mary Palmer, who died on Lansdown the Friday before, aged One Hundred and six Years;",1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"many Persons of Character and Distinction frequently visited her, to hear the Relations she would give them, her Memory continuing very strong, as well as her Sight, to the last;",1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
she being able to read the smallest Print.,1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
It's remarkable that the Age of this Woman () of her Son () and his Wife () amounted to above two Hundred and Seventy Years;,1,[],0,0,0.0,0,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"there are Great Grand Children of the Son and Daughter, which are arrived to be Men and Women.",1,['are arrived'],1,1,1.0,1,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"She lived at Lansdown when the Battle was fought between the Forces of King Charles the First and the Rebels, and was by Sir Bevil Granville when she died",1,['was fought'],1,1,1.0,1,38,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_01_26_row_38.txt,1738_01_26
"Genoa, Nov. .",1,[],0,0,0.0,0,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
"The sending a Body of French Troops into Corsica, far from throwing the Malecontents into a Consternation, causes them to rejoice, and they even wait their Arrival with a kind of Impatience.",1,[],0,0,0.0,0,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
The Commissary found that those Islanders have very just Ideas of the King of France's Greatness of Soul and natural Equity;,1,[],0,0,0.0,0,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
they seem dispos'd to submit to whatever his Most Christian Majesty shall think fit to order;,1,[],0,0,0.0,0,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
"they are perswaded that when he comes to be inform'd of the Cause of their revolting, he will employ his Authority for obtaining them Justice, and that in the mean Time he will protect and screen them from that Resentment, which the Republick cannot dispense with herself from entertaining against rebellious Subjects.",1,['are perswaded'],1,1,1.0,1,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
We expect here that some Security must be given them by Way of Preliminary otherwise it is to be feared they will not be found so tractable and ready to return to the Obedience due to their lawful Sovereigns;,1,"['must be given', 'be feared', 'be found']",3,1,1.0,1,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
violent Means will not be made use of except in Case of Extremity;,1,['be made'],1,1,1.0,1,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
"for should Recourse be had to such Means at first setting out, they would without doubt retire to the Mountains, where there is no Possibility of attacking them without vast Trouble, and sacrificing a great many Men, with little Certainty of Success",1,['be had'],1,1,1.0,1,39,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_17_row_39.txt,1738_03_17
"Mr. Timothy, I presume your Friend in London is not punctual in furnishing you with all the English Papers, otherwise this History could not have so long escaped your Notice.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
It claims a Place in your Gazette from a Promise you lately made to your Correspondents;,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and if you discharge it faithfully, you will, I know, oblige many of your Subscribers, and particularly Your unknown Friend PHILELEUTHEROS. Quales ex humilt magna ad fastidia [ ] Extollit, quoties voluit Fortuna [ ] JUV. A Sudden Elevation from the Depths of Obscurity to a Sstate of Power and Eminence, and a quick Remove from the lowest Ebb of Fortune to the Possession of a plentiful Estate, are, perhaps, the greatest Misfortune that can befal a Man of an ambitious Temper.",3,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"His exalted Station is apt to inspire him with Insolence and Contempt towards those who move in a lower Sphere, to make his Head turn giddy, and to hasten his Downfal from the highest Pinacle of Power, and the higher he was raised above the common Level, the less is his Fall lamented, and the more contemptible does he look at the Bottom.",1,['was raised'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"His Wealth, tho' neither the Effect of his own Prudence nor industry, puffs him up too much, and makes him forget himself as well as his former narrow Circumstances.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"The only Bridges of Distinction which he knows, ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
and a splendid Appearance;,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and therefore the [ ] of a fine [ ], a broad laced Hatt and Jacket puts ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"for certain Marks of real Merit, because they ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
Figure in the Eyes of those who ...,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
Respect to every Man according to the ...,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
A memorable Instance of ...,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
in unexpected Promotion we have in Don ...,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"in the Kingdom of Arragon, in the reign of King Charles the Fifth of Spain.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"He was a Man of mean Parts and low Attainments, but of great Forwardness, and undaunted [ ].",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Upon the Death of Ferdinand the Catholick, he [ ] in a [ ], the Capital of [ ], in Hopes of bettering his Condition, tho' he had little Reason to expect making a Gortune, considering he had but one Shirt and an old Thread bare Coat, but a [ ] him, whom he accidentally met with, equipped him in a handsome Manner, and sent him a Forunehunting.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Accordingly he laid close [ ] to a rich Widow in the Neighbourhood, and tho' he was clumsy in his Person, obstinate in his Temper, and [ ] in his Address, yet by the friendly [ ] of Don Antonio [ ], who earlier took a liking to him, (tho' no Body could tell for what) or else to ease his [ ] of the Burden of maintaining him, he succeeded in ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Soon after his Marriage, he was elected ...",1,['was elected'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
Member of Parliament) of that ...,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Charles the th, in order to raise a ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"[ ] the Government, which were really or pretendedly very great at that time.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"In the Cortes he was a great [ ], and had many Sheep to follow him.",2,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"He [ ] a mighty Zeal for the Service of the Prince, and prevailed with the Cortes, by his Noise and Vociferation, ( for reasoning was not his Talent) to grant the Donative, as they then called it.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Upon the Death of Maximillan, the Emperor, King Charles, going down into Germany, to secure his Title to the Empire, appointed Don Antonio Prisrs to preside over the Province of Catahula;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and tho' this Gentleman was an hearty Sollicitor with the Widow in Behalf of Don [ ], and to whom alone he owed his Wealth and present Figure;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"yet he made him a very ungrateful Return, opposed his Interest in the Cortes with the utmost Vehemence, and endeavoured to get him removed from his Presidentship.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"The King upon his Return, nominated Don [ ] to be Governour of Catahula, under whose Administration Don Roberto ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
( for I must translate his Name for the Benefit of the English Reader) had the good Fortune to be elected Procurator again.,1,['be elected'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
In this Cortes he shewed himself to be a perfect Emblem of Inconsistency;,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"one Day he was a warm Espouser of the Governour's Cause, another, he was loud and elamorous against him;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"he often reproached the Conduct of the Governour, in his Absence, and as constantly flatter'd him to his Face;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
and all this under Pretence of Zeal for the Liberties and Properties of the People.,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"During his Procuratorship, he involved his Estate very far in Debt;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and, in order to retrieve it, he applied to the Governour to be made an Alsade, that is, a Judge, or Dispenser of Justice.",1,['be made'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"He had but little Hopes of Success, even after many repeated Solicitations;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"but continuing to seize and importune the Governour, who, being a good natured Man, and knowing him to be impacable in his Resentments, capable of forming Parties against him, and giving him much Disturbance in the Administration, was at last forced into a Compliance, tho' he knew at the same Time, that ...",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"was not fit for such an important Office, and the less [ ] because he make Application for it.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Having obtained his Promotion (which he owed to his Dishonour, as well as his Favour to his [ ] ) He retired into the Country, and set up a little Shop, tho' he had nothing [ ] for Sale but small Scraps of coarse Paper, with his own Hand and Seal affixed to each of them His yearly [ ] in the Opinion of every Body that knew him, was not sufficient, at the [ ] lived, to [ ] his Family;",3,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and yet, in a Years Time, he paid off his Debts, set up a fine Equipage, and made several [ ] Purchases.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"He carried a high Hand over his Neighbours and valued himself so on Account of his [ ] and Preferment, that he concluded [ ] an undoubted Proheminence over them;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"as if Power could inspire Wisdom, or Pelf add any thing to a Man's real Merit! He [ ] as a petty [ ], and carried a more absolute ...",3,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Coffers, than a half Dozen of the best Horses in the Neighbourhood could be sold for at Market.",1,['could be sold'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Nay, the very Cats and Dogs, dead or alive, helped to encrease his Revenue;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and I defy any Man to five an Instance, wherein that unlimited Prince Charles the th, exercised such arbitrary Power, even after he had reduced his rebellious Subjects to their wonted Fealty and Allegiance.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"He was reckoned, by some weak People, to be rather a Merciful than an upright [ ], because few Offences, were corrected by him in Proportion to their Magnitude.",1,"['was reckoned', 'corrected by him in Proportion to their Magnitude']",2,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Instead of punishing every Violation of the Laws, according to his Oath of Office, He rather encouraged it, and kept his Emissaries, or underhandSwearers, In every Corner, to set People together by the Ears;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
and whoever had the best Heels came the best oft;,1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"for Judgment was always given in Favour of the first Complainanty, and by this Craft he got his wealth, he fattened and grew rich by Cruelty and Oppression, and amassed together immense Heaps of Wealth by Wrangling and Contentio;",1,['was always given'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"but as soon as his Crimes came to be publickly known, all Ranks and Degrees of Men complained of his arbitrary Proceedings, and a general Spirit of Resentment was raised against him.",1,"['be publickly known', 'was raised']",2,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"The Clamour was so universal, that he dreaded some Accusations would be lodged against him, but he encouraged himself with this Consideration that he could, with the Highwaymen in Shakespear, make the wicked Prize itself buy off the [ ] And well may he apply some Part of his unjust Gain to support him in an Office, which sets him in a more advantageous Point of Light, and makes him cut a better Figure than any of his Equals, or even Superiours in Fortune.",2,['would be lodged'],1,1,0.5,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Several Gentlemen, who had felt the Smart of his Rod, met one Night by Appointment, in order to concert Measures how they might screen themselves from the Lashes of this Mock Prince.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"Don Pristino Alvarez was the first that entered upon the Subject, and spoke to the following Effect.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"""Gentlemen, said he, I think no Man should be entrusted with the Execution of the Laws, but Men of known Probity and Interest, whose Integrity is above all Corruption, and whose Fortune is above all Temptation;",2,['should be entrusted'],1,1,0.5,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and consequently it must be a great Oversight (to say no worse for it) in any Government to promote an indigent Upstart to an Office of Power, and arm him with Authority to distress his Fellow subjects;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"for it will be a vain Attempt in any Man in private Life and low Circumstances, either to sue for Redress under the greatest Grievances, or to implead one who is above the ordinary Remedies of Law.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"But it is still more inexcusable to advance a wicked Fellow, who neither fears God nor Man, and who every Day tramples all Laws human and divine under his Feet, to be Judge of my Life and Property;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"for if an Alcade dishonours his Maker in every Breath, he will not scruple, if he has a handsome Opportunity, of deceiving me;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"or if he tells a Lye, and swears to it for nothing (which is commonly the Case) he will hardly buggle at Perjury, when it redounds to his Advantage I could tamely submit to this irksome Yoke, under which we have so long groaned, if I thought my Misery could contribute to the general Welfare of human Society;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"but the Publick can reap no Benefit from seeing me fettered down in Chains, beyond all Hopes of Redemption, by the Pest of Mankind, and an Enemy to God and all Goodness, Let us all therefore join in an humble Petition to the Government to have this domineering Alcade removed from his Office.",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"We have a Right to be heard, and to be protected from Wrong.",1,"['be heard', 'be protected']",2,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"It is well known that he makes a Livelihood of Justice, and that all Professions, from his Example, are likely to empty themselves into the Office of Alcade;",1,[],0,0,0.0,0,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"and indeed it is a comfortable Retreat for Spend thrifts, Rakes, Vagabonds, Gamesters and Sharpers, in which they may parch up their broken Fortunes, tho' in a scandaouls way, and make a shining Figure in the World by grinding the Faces of the Poor"" [To be continued.]",1,['be continued'],1,1,1.0,1,40,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_03_30_row_40.txt,1738_03_30
"LETTERS from Constantinople say, That the Grand Seignor has declared, in an extraordinary Divan, that it being not consistent with his Honour to leave Oczakow in Possession of Russia, he had resolved to retake it, cost what it will;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"and that, if needs must, he would sacrifice part of his own Treasure for that End.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"And they add, That being absolutely resolved upon it, without asking the Orders to the Army to detach a great Body of Troops towards that Place.",1,['being absolutely resolved'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The Turkish Troops, in Order to be forced to discharge their Duty, are obliged to take a new Oath, drawn up by the Multi, wherein they declare, That if they do not fight to the last Drop of their Blood, for the Maintenance of the Glory of the Ottoman Arms, they will consent not only to be punished upon Earth, but also after Death, and to be forever deprived of the Felicity of the true Believers, and of the Happiness of seeing the Great Prospect Mahomet in Heaven.",1,"['be forced', 'are obliged', 'be punished', 'be forever deprived']",4,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"From some late Accounts, there seems to be Ground to believe that a new Congress will speedily be held for restoring Peace between the Ottoman Empire and the Empires of Germany and Russia;",1,['be held'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"for from Petersburg we hear, that Mr. Rondeau, the British Minister, and Mr. Zwart, the Dutch Minister, at that Court, have, with the Czarina's Leave, wrote respectively to Sir Everard Fawkener, Ambassador from the king of GreatBritain, and Mr. Kalkoen, Ambassador from the StatesGeneral of the United provinces, to the Ottoman porte, that the Empress of Russia has excepted the Mediation of his Britannick Majesty, and their High Mightinesses, in Conjunction with that of France, for bringing about a peace.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"And from Constantinople we hear that the Marquiss de Villeneuve, the French Ambassador at the Port.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"together with the said Sir Everard, Fawkener, and Mr. Kalkoen, have had a Conference with the Kamaikan, at with he declared to them, that the Grand Seignior had accepted the Mediation of France, GreatBritain, and Holland, for bringing about an Accommodation between his Sublime Highness, and the powers he was then at War with.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
